Colourimetric 1,,Colourimetric 2,,Colourimetric 3,
Temp,PWM,Temp,PWM,Temp,PWM
63.49,58.4,,,,
62.86,89.64,,,,
63.63,39.84,,,,
63.77,53.41,,,,
63.15,85.69,,,,
63.97,33.95,,,,
64.12,48.24,,,,
63.47,81.79,,,,
64.34,27.06,,,,
64.47,42.97,,,,
63.84,75.06,,,,
64.73,19.69,,,,
64.88,35.15,,,,
64.2,69.56,,,,
65.11,11.72,,,,
65.29,26.44,,,,
64.68,58.43,,,,
65.52,5.01,,,,
65.68,18.48,,,,
65.8,17.01,,,,
65.93,13.16,,,,
65.49,36.39,,,,
66.19,0,,,,
66.34,3.49,,,,
66.46,0.6,,,,
66.55,0,,,,
66.7,0,,,,
66.78,0,,,,
66.91,0,,,,
66.98,0,,,,
67.06,0,,,,
67.12,0,,,,
67.18,0,,,,
67.27,0,,,,
67.32,0,,,,
67.38,0,,,,
67.41,0,,,,
67.46,0,,,,
67.51,0,,,,
67.57,0,,,,
67.57,0,,,,
67.58,0,,,,
67.59,0,,,,
67.61,0,,,,
67.6,0,,,,
67.59,0,,,,
67.59,0,,,,
67.58,0,,,,
67.58,0,,,,
67.52,0,,,,
67.51,0,,,,
67.5,0,,,,
67.45,0,,,,
67.41,0,,,,
67.37,0,,,,
67.36,0,,,,
67.31,0,,,,
67.24,0,,,,
67.18,0,,,,
67.16,0,,,,
67.1,0,,,,
67,0,,,,
67.01,0,,,,
66.95,0,,,,
66.9,0,,,,
66.83,0,,,,
66.76,0,,,,
66.69,0,,,,
66.61,0,,,,
66.54,0,,,,
66.49,0,,,,
66.39,0,,,,
66.31,0,,,,
66.22,0,,,,
66.14,0,,,,
66.1,0,,,,
65.97,0,,,,
65.91,0,,,,
65.81,0,,,,
65.71,0,,,,
65.64,0,,,,
65.53,0,,,,
65.43,0,,,,
65.34,0,,,,
65.27,0,,,,
65.15,0,,,,
65.09,0,,,,
64.99,2.85,,,,
64.47,23.72,,,,
64.78,0,,,,
64.7,8.45,,,,
64.55,13.41,,,,
64.49,12.57,,,,
63.81,42.51,,,,
64.3,3.52,,,,
64.18,21.68,,,,
64.09,23.31,,,,
63.98,26.36,,,,
63.23,58.31,,,,
63.8,14.5,,,,
63.75,31.96,,,,
62.96,66.77,,,,
63.54,21.8,,,,
63.5,39.12,,,,
62.73,73.76,,,,
63.33,28.37,,,,
63.33,44.02,,,,
63.01,59.67,,,,
62.97,54.11,,,,
62.44,78.62,,,,
62.64,57.45,,,,
62.85,53.81,,,,
62.86,60.1,,,,
62.32,85.85,,,,
62.59,61.44,,,,
62.83,58.22,,,,
62.84,65.26,,,,
62.89,64.06,,,,
62.23,96.54,,,,
62.97,47.69,,,,
62.99,66.2,,,,
62.34,97.47,,,,
63.11,47.15,,,,
63.19,64.08,,,,
62.54,96.4,,,,
63.35,44.32,,,,
63.41,62.94,,,,
62.79,93.17,,,,
63.59,42.74,,,,
63.75,56.01,,,,
63.13,88.59,,,,
63.98,35.92,,,,
64.11,51.3,,,,
63.51,82.32,,,,
64.39,28.4,,,,
64.52,44.49,,,,
63.94,74.51,,,,
64.8,21.19,,,,
64.97,35.16,,,,
64.34,67.99,,,,
65.25,11.39,,,,
65.41,26.64,,,,
64.81,57.57,,,,
65.72,1.33,,,,
65.86,17.64,,,,
65.11,54.56,,,,
66.14,0,,,,
66.33,5.58,,,,
66.45,4.19,,,,
66.57,1,,,,
66.73,0,,,,
66.86,0,,,,
66.96,0,,,,
67.12,0,,,,
67.19,0,,,,
67.32,0,,,,
67.38,0,,,,
67.51,0,,,,
67.57,0,,,,
67.64,0,,,,
67.74,0,,,,
67.79,0,,,,
67.83,0,,,,
67.86,0,,,,
67.9,0,,,,
67.98,0,,,,
68,0,,,,
68.02,0,,,,
68.02,0,,,,
68.02,0,,,,
68.03,0,,,,
68.02,0,,,,
68.01,0,,,,
68.01,0,,,,
68,0,,,,
68.01,0,,,,
67.98,0,,,,
67.94,0,,,,
67.87,0,,,,
67.85,0,,,,
67.81,0,,,,
67.8,0,,,,
67.75,0,,,,
67.68,0,,,,
67.63,0,,,,
67.6,0,,,,
67.56,0,,,,
67.45,0,,,,
67.41,0,,,,
67.37,0,,,,
67.31,0,,,,
67.21,0,,,,
67.17,0,,,,
67.1,0,,,,
66.99,0,,,,
66.94,0,,,,
66.87,0,,,,
66.76,0,,,,
66.72,0,,,,
66.59,0,,,,
66.54,0,,,,
66.45,0,,,,
66.36,0,,,,
66.3,0,,,,
66.19,0,,,,
66.13,0,,,,
66,0,,,,
65.92,0,,,,
65.83,0,,,,
65.73,0,,,,
65.65,0,,,,
65.53,0,,,,
65.48,0,,,,
65.33,0,,,,
65.27,0,,,,
65.17,0,,,,
65.11,0,,,,
64.97,4.15,,,,
64.89,4.12,,,,
64.76,8.21,,,,
64.68,9.01,,,,
64.55,12.54,,,,
63.84,41.98,,,,
64.35,1.82,,,,
64.29,17.62,,,,
64.15,22.59,,,,
64.07,23.49,,,,
63.62,42.42,,,,
63.82,22.41,,,,
63.75,31.29,,,,
63.71,32.28,,,,
63.58,37.68,,,,
63.36,44.99,,,,
63.38,39.54,,,,
63.37,41.34,,,,
63.33,43.6,,,,
62.6,76.84,,,,
63.2,32.36,,,,
63.15,50.35,,,,
62.41,84.01,,,,
63.05,37.61,,,,
63.01,56.1,,,,
62.3,88.65,,,,
63,40.31,,,,
62.99,59.51,,,,
62.26,93.18,,,,
63,42.84,,,,
63,62.45,,,,
62.3,95.07,,,,
63.04,45.41,,,,
63.09,62.29,,,,
62.45,93.76,,,,
63.2,45.3,,,,
63.26,61.83,,,,
62.63,92.88,,,,
63.38,44.11,,,,
63.51,58.04,,,,
62.87,91.03,,,,
63.68,39.36,,,,
63.78,55.34,,,,
63.18,86.25,,,,
63.99,34.75,,,,
64.13,49.39,,,,
63.52,81.2,,,,
64.36,28.29,,,,
64.51,42.74,,,,
63.92,73.76,,,,
64.75,21.62,,,,
64.93,34.47,,,,
64.32,66.77,,,,
65.21,11.16,,,,
65.31,28.85,,,,
64.73,57.53,,,,
65.62,2.97,,,,
65.74,19.25,,,,
64.98,56.51,,,,
66.05,0,,,,
66.16,10.13,,,,
66.33,4.55,,,,
66.44,2.85,,,,
66.03,23.69,,,,
66.7,0,,,,
66.8,0,,,,
66.94,0,,,,
67.01,0,,,,
67.14,0,,,,
67.24,0,,,,
67.34,0,,,,
67.39,0,,,,
67.46,0,,,,
67.55,0,,,,
67.59,0,,,,
67.63,0,,,,
67.7,0,,,,
67.76,0,,,,
67.79,0,,,,
67.79,0,,,,
67.82,0,,,,
67.82,0,,,,
67.84,0,,,,
67.84,0,,,,
67.85,0,,,,
67.82,0,,,,
67.82,0,,,,
67.83,0,,,,
67.79,0,,,,
67.8,0,,,,
67.79,0,,,,
67.79,0,,,,
67.73,0,,,,
67.67,0,,,,
67.63,0,,,,
67.59,0,,,,
67.57,0,,,,
67.49,0,,,,
67.43,0,,,,
67.38,0,,,,
67.35,0,,,,
67.27,0,,,,
67.19,0,,,,
67.17,0,,,,
67.09,0,,,,
